faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
NEC|Evasive Protocols|evasive-protocols-skyshroud-spearhead|Skyshroud Spearhead Stratagem|1|Opponent's turn|Shooting phase|Skyshroud Spearhead|skyshroud-spearhead|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> In either player's turn, during the Shooting phase, if the attack's S is greater than the target's T, until the end of the phase, the unit gets -1 to Wound rolls.|once-per-phase|
NEC|Subsurface Quantumweave|subsurface-quantumweave-the-phaerons-armoury|The Phaeron’s Armoury Stratagem|1|Opponent's turn|Shooting or Fight phase|The Phaeron’s Armoury|the-phaerons-armoury|<b>WHEN:</b> Opponent's Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, modify the attacking unit's Armour Penetration characteristic to 1.|once-per-phase|
NEC|Particle Pulse|particle-pulse-the-phaerons-armoury|The Phaeron’s Armoury Stratagem|1|Your turn|Shooting phase|The Phaeron’s Armoury|the-phaerons-armoury|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase, at the start of the phase, until the end of the phase, enemy units within 12" gain the Increased Detection Range ability.|once-per-phase|
NEC|Cosmic Storm|cosmic-storm-the-phaerons-armoury|The Phaeron’s Armoury Stratagem|1|Your turn|Shooting phase|The Phaeron’s Armoury|the-phaerons-armoury|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> During the Shooting phase, until the end of the phase, add 1 to this model's Armour Penetration characteristic.|once-per-phase|
ORK|DAKKASTORM|dakkastorm-kult-of-speed|Kult of Speed – Battle Tactic Stratagem|1|Your turn|Shooting phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One Speed Freeks unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the [SUSTAINED HITS 1] ability. While targeting a unit within 9", they have the [SUSTAINED HITS 2] ability instead.<br><br><b>RESTRICTIONS:</b> A unit cannot be targeted by this and the Blitza Fire Stratagem in the same phase.|once-per-turn|[{"type":"custom:dakkastorm_kos"}]
ORK|BLITZA FIRE|blitza-fire-kult-of-speed|Kult of Speed – Battle Tactic Stratagem|1|Your turn|Shooting phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One Speed Freeks unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the [LETHAL HITS] ability and, each time a model in your unit makes an attack that targets a unit within 9", a Critical Hit is scored on an unmodified Hit roll of 5+, instead of only a 6.<br><br><b>RESTRICTIONS:</b> A unit cannot be targeted by this and the Dakkastorm Stratagem in the same phase.|once-per-turn|[{"type":"custom:blitza_fire"}]
ORK|FULL THROTTLE!|full-throttle-kult-of-speed|Kult of Speed – Battle Tactic Stratagem|1|Your turn|Charge phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your Charge phase, just after a SPEED FREEKS unit from your army ends a Charge move.<br><br><b>TARGET:</b> That Speed Freeks unit.<br><br><b>EFFECT:</b> Until the end of the turn, each time a model in your unit makes a melee attack, add 1 to the Wound roll.|once-per-turn|[{"type":"custom:full_throttle"}]
ORK|SPEEDIEST FREEKS|speediest-freeks-kult-of-speed|Kult of Speed – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your opponent's Shooting phase or the Fight phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Speed Freeks or Trukk unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, models in your unit have a 5+ invulnerable save. If your unit is a VEHICLE unit with an unmodified Toughness characteristic of 8 or less, until the end of the phase, models in your unit have a 4+ invulnerable save instead.|once-per-turn|[{"type":"custom:speediest_freeks"}]
ORK|SQUIG FLINGIN’|squig-flingin-kult-of-speed|Kult of Speed – Strategic Ploy Stratagem|1|Your turn|Movement phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your Movement phase, just after a SPEED FREEKS or TRUKK unit from your army ends a Normal, Advance or Fall Back move.<br><br><b>TARGET:</b> That Speed Freeks or Trukk unit.<br><br><b>EFFECT:</b> Select one enemy unit within 9" of your unit. That enemy unit must take a Battle-shock test and, when doing so, subtract 1 from the result.|once-per-turn|[{"type":"custom:squig_flingin"}]
ORK|MORE GITZ OVER ’ERE!|more-gitz-over-ere-kult-of-speed|Kult of Speed – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Kult of Speed|kult-of-speed|<b>WHEN:</b> Your opponent's Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.<br><br><b>TARGET:</b> One Speed Freeks unit from your army that is within 9" of that enemy unit and is not within Engagement Range of one or more enemy units.<br><br><b>EFFECT:</b> Your unit can make a Normal move of up to 6".|once-per-turn|[{"type":"custom:more_gitz_over_ere"}]
ORK|STALKIN’ TAKTIKS|stalkin-taktiks-da-big-hunt|Da Big Hunt – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> Your opponent's Shooting phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Beast Snagga Infantry or Beast Snagga Mounted unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a ranged attack targets your unit, models in your unit have the Benefit of Cover against that attack. In addition, if your unit has the INFANTRY keyword, until the end of the phase, models in your unit have the Stealth ability.|once-per-turn|[{"type":"custom:stalkin_taktiks"}]
ORK|DRAG IT DOWN|drag-it-down-da-big-hunt|Da Big Hunt – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One Beast Snagga unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, melee weapons equipped by models in your unit have the [SUSTAINED HITS 1] ability. In addition, each time a model in your unit makes a melee attack that targets your Prey, a Critical Hit is scored on an unmodified Hit roll of 5+, instead of only a 6.|once-per-turn|[{"type":"custom:drag_it_down"}]
ORK|WHERE D’YA FINK YOU’RE GOING?|where-dya-fink-youre-going-da-big-hunt|Da Big Hunt – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> Your opponent's Movement phase, just after an enemy unit ends a Fall Back move.<br><br><b>TARGET:</b> One Beast Snagga Infantry or Beast Snagga Mounted unit from your army that was within Engagement Range of that enemy unit at the start of the phase.<br><br><b>EFFECT:</b> If your unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6".|once-per-turn|[{"type":"custom:where_dya_fink_youre_going"}]
ORK|INSTINCTIVE HUNTERS|instinctive-hunters-da-big-hunt|Da Big Hunt – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> End of your opponent's Fight phase.<br><br><b>TARGET:</b> One Beast Snagga unit from your army that is not within Engagement Range of one or more enemy units.<br><br><b>EFFECT:</b> Remove your unit from the battlefield and place it into Strategic Reserves.|once-per-turn|[{"type":"custom:instinctive_hunters"}]
ORK|UNSTOPPABLE MOMENTUM|unstoppable-momentum-da-big-hunt|Da Big Hunt – Strategic Ploy Stratagem|1|Your turn|Charge phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> Your Charge phase, just after a Beast Snagga Mounted unit from your army ends a Charge move.<br><br><b>TARGET:</b> That Beast Snagga unit.<br><br><b>EFFECT:</b> Select one enemy unit within Engagement Range of your unit and roll one D6 for each model in your unit: for each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds). If that enemy unit is your Prey, roll three additional D6.|once-per-turn|[{"type":"custom:unstoppable_momentum"}]
ORK|DAT ONE’S EVEN BIGGA!|dat-ones-even-bigga-da-big-hunt|Da Big Hunt – Strategic Ploy Stratagem|1|Your turn|Charge phase|Da Big Hunt|da-big-hunt|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One Beast Snagga unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, your unit is eligible to charge in a turn in which it Advanced or Fell Back. In addition, you can re-roll Charge rolls made for your unit, provided one of the targets of that charge is your Prey.|once-per-turn|[{"type":"custom:dat_ones_even_bigga"}]
ORK|KLANKIN’ KLAWS|klankin-klaws-dread-mob|Dread Mob – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Dread Mob|dread-mob|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One Orks Walker unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Each time you use this Stratagem, you can choose to push it. Until the end of the phase, add 2 to the Strength characteristic of melee weapons equipped by models in your unit and, if you chose to push it, until the end of the phase, add 1 to the Damage characteristic of those weapons and they have the [HAZARDOUS] ability as well.|once-per-turn|[{"type":"custom:klankin_klaws"}]
ORK|BIGGER SHELLS FOR BIGGER GITZ|bigger-shells-for-bigger-gitz-dread-mob|Dread Mob – Battle Tactic Stratagem|1|Your turn|Shooting phase|Dread Mob|dread-mob|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One Mek, Orks Walker or Grots Vehicle unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Each time you use this Stratagem, you can choose to push it. Until the end of the phase, each time a model in your unit makes an attack that targets a MONSTER or VEHICLE, add 1 to the Wound roll. If you chose to push it, add 1 to the Damage characteristic of that attack and, until the end of the phase, ranged weapons equipped by models in your unit have the [HAZARDOUS] ability as well.|once-per-turn|[{"type":"custom:bigger_shells"}]
ORK|DAKKA! DAKKA! DAKKA!|dakka-dakka-dakka-dread-mob|Dread Mob – Battle Tactic Stratagem|1|Your turn|Shooting phase|Dread Mob|dread-mob|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One Orks Walker or Grots Vehicle unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Each time you use this Stratagem, you can choose to push it. Until the end of the phase, each time a model in your unit makes an attack, re-roll a Hit roll of 1. If you chose to push it, you can re-roll the Hit roll instead and, until the end of the phase, ranged weapons equipped by models in your unit have the [HAZARDOUS] ability as well.|once-per-turn|[{"type":"custom:dakka_dakka_dakka"}]
ORK|EXTRA GUBBINZ|extra-gubbinz-dread-mob|Dread Mob – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Dread Mob|dread-mob|<b>WHEN:</b> Your opponent's Shooting phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Orks Walker or Grots Vehicle unit from your army (excluding TITANIC units) that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack is allocated to a model in your unit, subtract 1 from the Damage characteristic of that attack.|once-per-turn|[{"type":"minus_damage","value":1}]
ORK|SUPERFUELLED BOILER|superfuelled-boiler-dread-mob|Dread Mob – Strategic Ploy Stratagem|1|Your turn|Movement phase|Dread Mob|dread-mob|<b>WHEN:</b> Your Movement phase, just after an Orks Walker unit from your army has been selected to Advance.<br><br><b>TARGET:</b> That Orks Walker unit.<br><br><b>EFFECT:</b> Until the end of the turn, you can re-roll Advance rolls made for your unit and ranged weapons equipped by models in your unit have the [ASSAULT] ability.|once-per-turn|[{"type":"reroll_advance"},{"type":"advance_and_shoot"}]
ORK|CONNIVING RUNTS|conniving-runts-dread-mob|Dread Mob – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Dread Mob|dread-mob|<b>WHEN:</b> Your opponent's Movement phase, just after an enemy unit ends a Normal, Advance or Fall Back move.<br><br><b>TARGET:</b> One Gretchin unit from your army that is within 9" of that enemy unit and not within Engagement Range of any enemy units.<br><br><b>EFFECT:</b> Roll one D6: on a 4+, that enemy unit suffers D3+1 mortal wounds. Your unit can then make a Normal move.|once-per-turn|[{"type":"custom:conniving_runts"}]
ORK|UNBRIDLED CARNAGE|unbridled-carnage-war-horde|War Horde – Battle Tactic Stratagem|1|Either player's turn|Fight phase|War Horde|war-horde|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One ORKS unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a melee attack, an unmodified Hit roll of 5+ scores a Critical Hit.|once-per-phase|[{"type":"crit_hit_on","value":5}]
ORK|’ARD AS NAILS|ard-as-nails-war-horde|War Horde – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|War Horde|war-horde|<b>WHEN:</b> Your opponent's Shooting phase or the Fight phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One ORKS unit from your army (excluding GROTS, MONSTER and VEHICLE units) that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time an attack targets your unit, subtract 1 from the Wound roll.|once-per-phase|[{"type":"minus_one_wound_defense"}]
ORK|MOB RULE|mob-rule-war-horde|War Horde – Battle Tactic Stratagem|1|Your turn|Command phase|War Horde|war-horde|<b>WHEN:</b> End of your Command phase.<br><br><b>TARGET:</b> One MOB unit from your army that contains 10 or more models and is not Below Half-strength.<br><br><b>EFFECT:</b> Select one friendly Battle-shocked ORKS INFANTRY unit within 6" of that MOB unit. That ORKS INFANTRY unit is no longer Battle-shocked.|once-per-phase|[{"type":"remove_battle_shock"}]
ORK|’ERE WE GO|ere-we-go-war-horde|War Horde – Battle Tactic Stratagem|1|Your turn|Movement phase|War Horde|war-horde|<b>WHEN:</b> Start of your Movement phase.<br><br><b>TARGET:</b> One ORKS INFANTRY unit from your army.<br><br><b>EFFECT:</b> Until the end of the turn, add 2 to Advance and Charge rolls made for your unit.|once-per-phase|[{"type":"plus_charge","value":2}]
ORK|CAREEN!|careen-war-horde|War Horde – Epic Deed Stratagem|1|Either player's turn|Any phase|War Horde|war-horde|<b>WHEN:</b> Any phase, just after an ORKS VEHICLE unit from your army with the Deadly Demise ability is destroyed.<br><br><b>TARGET:</b> That destroyed ORKS VEHICLE unit. You can use this Stratagem on that unit even though it was just destroyed.<br><br><b>EFFECT:</b> Your unit can make a Normal or Fall Back move before its Deadly Demise ability is resolved. When making this move, your unit can move over enemy units (excluding MONSTER and VEHICLE units) as if they were not there.|once-per-phase|[{"type":"deadly_demise_move"}]
ORK|ORKS IS NEVER BEATEN|orks-is-never-beaten-war-horde|War Horde – Epic Deed Stratagem|2|Either player's turn|Fight phase|War Horde|war-horde|<b>WHEN:</b> Fight phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One ORKS unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit is destroyed, if that model has not fought this phase, do not remove it from play. The destroyed model can fight after the attacking model's unit has finished making attacks, and is then removed from play.|once-per-phase|[{"type":"swing_back_before_remove"}]
ORK|ARMED TO DA TEEF|armed-to-da-teef-bully-boyz|Bully Boyz – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Your Shooting phase or the Fight phase.<br><br><b>TARGET:</b> One Nobz or Meganobz unit from your army that has not been selected to shoot or fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack, re-roll a Hit roll of 1. If a Waaagh! is active for your unit, you can re-roll the Hit roll instead.|once-per-turn|[{"type":"custom:armed_to_da_teef"}]
ORK|CUT’ EM DOWN|cut-em-down-bully-boyz|Bully Boyz – Battle Tactic Stratagem|1|Opponent's turn|Movement phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Your opponent's Movement phase, just after an enemy unit is selected to Fall Back.<br><br><b>TARGET:</b> One Nobz or Meganobz unit from your army within Engagement Range of that enemy unit.<br><br><b>EFFECT:</b> When that enemy unit Falls Back, all models in that enemy unit must take a Desperate Escape test. When doing so, if a Waaagh! is active for your unit, subtract 1 from each of those tests.|once-per-turn|[{"type":"custom:cut_em_down"}]
ORK|HULKING BRUTES|hulking-brutes-bully-boyz|Bully Boyz – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Your opponent's Shooting phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Nobz or Meganobz unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the attacking unit has finished making its attacks, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1.|once-per-turn|[{"type":"worsen_ap","value":1}]
ORK|CRUSHING IMPACT|crushing-impact-bully-boyz|Bully Boyz – Epic Deed Stratagem|1|Your turn|Charge phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Your Charge phase, just after a Nobz or Meganobz unit from your army ends a Charge move.<br><br><b>TARGET:</b> That Nobz or Meganobz unit that made a Charge move this turn.<br><br><b>EFFECT:</b> Select one enemy unit within Engagement Range of your unit, then roll one D6 for each model in your unit that is within Engagement Range of that enemy unit: for each 5+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds). If a Waaagh! is active for your unit, that enemy unit suffers 1 mortal wound for each 4+ instead.|once-per-turn|[{"type":"custom:crushing_impact_bully"}]
ORK|TOO ARROGANT TO DIE|too-arrogant-to-die-bully-boyz|Bully Boyz – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Your opponent's Shooting phase or the Fight phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Nobz or Meganobz unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit is destroyed, if that model has not shot or fought this phase, roll one D6, adding 2 to the result if a Waaagh! is active for your unit. On a 5+, do not remove the destroyed model from play; it can shoot or fight after the attacking unit has finished making its attacks, and is then removed from play.|once-per-turn|[{"type":"custom:too_arrogant_to_die"}]
ORK|ALWAYS LOOKIN’ FER A FIGHT|always-lookin-fer-a-fight-bully-boyz|Bully Boyz – Strategic Ploy Stratagem|1|Either player's turn|Fight phase|Bully Boyz|bully-boyz|<b>WHEN:</b> Fight phase, just after an enemy unit is destroyed.<br><br><b>TARGET:</b> One Nobz or Meganobz unit from your army that destroyed that enemy unit.<br><br><b>EFFECT:</b> Until the end of the phase, each time your unit makes a Consolidation move, it can move up to D3+3" instead of up to 3". If a Waaagh! is active for your unit, it can move up to 6" instead.|once-per-turn|[{"type":"custom:always_lookin_fer_a_fight"}]
ORK|COMPETITIVE STREAK|competitive-streak-green-tide|Green Tide – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Green Tide|green-tide|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One Boyz unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack, re-roll a Wound roll of 1. If your unit contains 10 or more models, re-roll the Wound roll instead.|once-per-turn|[{"type":"custom:competitive_streak"}]
ORK|BULLDOZER BRUTALITY|bulldozer-brutality-green-tide|Green Tide – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Green Tide|green-tide|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One Boyz unit from your army that has not been selected to fight this phase and is within Engagement Range of one or more enemy units.<br><br><b>EFFECT:</b> Until the end of the phase, each time your unit is selected to fight, when determining which models in your unit are eligible to fight, any models in your unit that are within 3" of one or more enemy models are eligible to fight. When resolving those attacks, such models can target one of those enemy units that is within 3" of them and within Engagement Range of their unit.|once-per-turn|[{"type":"custom:bulldozer_brutality"}]
ORK|TIDE OF MUSCLE|tide-of-muscle-green-tide|Green Tide – Epic Deed Stratagem|1|Your turn|Charge phase|Green Tide|green-tide|<b>WHEN:</b> Your Charge phase.<br><br><b>TARGET:</b> One Boyz unit from your army that has not declared a charge this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time your unit declares a charge, add 1 to the Charge roll and, if your unit contains 10 or more models, you can re-roll the Charge roll.|once-per-turn|[{"type":"custom:tide_of_muscle"}]
ORK|BRAGGIN’ RIGHTS|braggin-rights-green-tide|Green Tide – Strategic Ploy Stratagem|1|Your turn|Command phase|Green Tide|green-tide|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> Two Boyz units from your army that are within 6" of each other.<br><br><b>EFFECT:</b> Until the start of your next Command phase, while those two units are within 6" of each other, they both count as containing 10 or more models for the purposes of your Detachment rule, any Enhancements models from your army have and any Stratagems you use.|once-per-turn|[{"type":"custom:braggin_rights"}]
ORK|COME ON LADZ!|come-on-ladz-green-tide|Green Tide – Strategic Ploy Stratagem|1|Your turn|Command phase|Green Tide|green-tide|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One Boyz unit from your army.<br><br><b>EFFECT:</b> Return up to D3+2 destroyed models to your unit (excluding Character models).|once-per-turn|[{"type":"custom:come_on_ladz"}]
ORK|GO GET ’EM!|go-get-em-green-tide|Green Tide – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Green Tide|green-tide|<b>WHEN:</b> Your opponent's Shooting phase, just after an enemy unit has selected its targets.<br><br><b>TARGET:</b> One Boyz unit from your army that was selected as the target of one or more of the attacking unit's attacks.<br><br><b>EFFECT:</b> After the attacking unit has shot, your unit can make a Go Get 'Em! move. To do so, roll one D6: each model in your unit can move a distance in inches up to the result, but your unit must end that move as close as possible to the closest enemy unit. When doing so, those models can be moved within Engagement Range of that enemy unit. If your unit contains 10 or more models, you can roll two D6 and use the highest result.|once-per-turn|[{"type":"custom:go_get_em"}]
ORK|FIGHT PROPPA|fight-proppa-taktikal-brigade|Taktikal Brigade – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One Orks Infantry or Orks Mounted unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Select the [SUSTAINED HITS 1] or [LETHAL HITS] ability. Until the end of the phase, melee weapons equipped by models in your unit have the selected ability.|once-per-turn|[{"type":"custom:fight_proppa"}]
ORK|KRUNCHIN’ DESCENT|krunchin-descent-taktikal-brigade|Taktikal Brigade – Battle Tactic Stratagem|1|Your turn|Charge phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> Your Charge phase, just after a STORMBOYZ unit from your army ends a Charge move.<br><br><b>TARGET:</b> That Stormboyz unit that made a Charge move this turn.<br><br><b>EFFECT:</b> Select one enemy unit within Engagement Range of your unit, then roll one D6 for each model in your unit that is within Engagement Range of that enemy unit: for each 4+, that enemy unit suffers 1 mortal wound (to a maximum of 6 mortal wounds).|once-per-turn|[{"type":"custom:krunchin_descent"}]
ORK|DAT’S OURS|dats-ours-taktikal-brigade|Taktikal Brigade – Strategic Ploy Stratagem|1|Either player's turn|Command phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> Command phase.<br><br><b>TARGET:</b> One ORKS unit from your army that is within Engagement Range of one or more enemy units.<br><br><b>EFFECT:</b> Until the start of the next Command phase, add 1 to the Objective Control characteristic of models in your unit.|once-per-turn|[{"type":"plus_oc","value":1}]
ORK|TAKTIKAL RETREAT|taktikal-retreat-taktikal-brigade|Taktikal Brigade – Strategic Ploy Stratagem|1|Your turn|Movement phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> Your Movement phase, just after an ORKS unit from your army Falls Back.<br><br><b>TARGET:</b> That ORKS unit that Fell Back this phase.<br><br><b>EFFECT:</b> Until the end of the turn, your unit is eligible to shoot and declare a charge in a turn in which it Fell Back.|once-per-turn|[{"type":"fall_back_and_shoot"},{"type":"fall_back_and_charge"}]
ORK|ON TO DA NEXT|on-to-da-next-taktikal-brigade|Taktikal Brigade – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> Your opponent's Movement phase, just after an enemy unit Falls Back.<br><br><b>TARGET:</b> One ORKS unit from your army that was within Engagement Range of that enemy unit at the start of the phase.<br><br><b>EFFECT:</b> Your unit can make a Normal move of up to 6".|once-per-turn|[{"type":"custom:on_to_da_next"}]
ORK|DED SNEAKY|ded-sneaky-taktikal-brigade|Taktikal Brigade – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Taktikal Brigade|taktikal-brigade|<b>WHEN:</b> End of your opponent's Fight phase.<br><br><b>TARGET:</b> One Kommandos or Stormboyz unit from your army that is not within Engagement Range of one or more enemy units.<br><br><b>EFFECT:</b> Remove your unit from the battlefield and place it into Strategic Reserves.|once-per-turn|[{"type":"custom:ded_sneaky"}]
ORK|ORKS IS STILL ORKS|orks-is-still-orks-more-dakka|More Dakka! – Battle Tactic Stratagem|1|Either player's turn|Fight phase|More Dakka!|more-dakka|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One ORKS unit from your army that has not been selected to fight this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes an attack that targets an enemy unit, re-roll a Wound roll of 1. If that enemy unit is within range of an objective marker, you can re-roll the Wound roll instead.|once-per-turn|[{"type":"custom:orks_is_still_orks"}]
ORK|LONG, UNCONTROLLED BURSTS|long-uncontrolled-bursts-more-dakka|More Dakka! – Battle Tactic Stratagem|1|Your turn|Shooting phase|More Dakka!|more-dakka|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ORKS unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, ranged weapons equipped by models in your unit have the [IGNORES COVER] ability.|once-per-turn|[{"type":"grant_ignores_cover"}]
ORK|HUGE SHOW-OFFS|huge-show-offs-more-dakka|More Dakka! – Epic Deed Stratagem|1|Your turn|Command phase|More Dakka!|more-dakka|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One Orks Walker unit (excluding Killa Kans) from your army.<br><br><b>EFFECT:</b> Until the start of your next Command phase, improve your unit's Move, Leadership and Objective Control characteristics by 1, and each time a model in your unit makes an attack, add 1 to the Hit roll.|once-per-turn|[{"type":"custom:huge_show_offs"}]
ORK|GET STUCK IN, LADZ!|get-stuck-in-ladz-more-dakka|More Dakka! – Epic Deed Stratagem|2|Your turn|Command phase|More Dakka!|more-dakka|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One ORKS unit from your army (excluding Gretchin units).<br><br><b>EFFECT:</b> Until the start of your next Command phase, the Waaagh! is active for your unit, even if you have already called a Waaagh! this battle.|once-per-turn|[{"type":"custom:get_stuck_in_ladz"}]
ORK|CALL DAT DAKKA?|call-dat-dakka-more-dakka|More Dakka! – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|More Dakka!|more-dakka|<b>WHEN:</b> Your opponent's Shooting phase, just after an enemy unit has shot.<br><br><b>TARGET:</b> One ORKS unit from your army that had one or more of its models destroyed as a result of the attacking unit's attacks.<br><br><b>EFFECT:</b> Your unit can shoot as if it were your Shooting phase, but must target only that enemy unit when doing so, and can only do so if that enemy unit is an eligible target.|once-per-turn|[{"type":"custom:call_dat_dakka"}]
ORK|SPESHUL SHELLS|speshul-shells-more-dakka|More Dakka! – Wargear Stratagem|1|Your turn|Shooting phase|More Dakka!|more-dakka|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ORKS unit from your army that has not been selected to shoot this phase.<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a ranged attack that targets the closest eligible target within 18", improve the Armour Penetration characteristic of ranged weapons equipped by models in your unit by 1.|once-per-turn|[{"type":"custom:speshul_shells"}]
